"","cell_id","Epithelial_cluster","inferCNV_annotation"
"2041","G18_B003894","epithelial 20","tumor"
"2042","G19_1001000407","epithelial 0","tumor"
"2043","G19_1001000408","epithelial 0","tumor"
"2044","G19_1001000412","epithelial 0","tumor"
"2045","G19_B000422","epithelial 6","tumor"
"2046","G19_B002079","epithelial 6","tumor"
"2047","G19_B003112","epithelial 3","tumor"
"2048","G19_B003116","epithelial 15","nontumor"
"2049","G19_B003120","epithelial 22","nontumor"
"2050","G19_B003518","epithelial 4","tumor"
"2051","G19_B003527","epithelial 4","tumor"
"2052","G19_B003654","epithelial 10","tumor"
"2053","G19_B003776","epithelial 5","tumor"
"2054","G19_B003777","epithelial 5","tumor"
"2055","G19_B003930","epithelial 14","nontumor"
"2056","G1_1001000317","epithelial 11","tumor"
"2057","G1_1001000407","epithelial 0","tumor"
"2058","G1_1001000408","epithelial 0","tumor"
"2059","G1_B000579","epithelial 11","tumor"
"2060","G1_B000861","epithelial 14","nontumor"
"2061","G1_B000862","epithelial 14","nontumor"
"2062","G1_B000863","epithelial 16","tumor"
"2063","G1_B001474","epithelial 2","nontumor"
"2064","G1_B001558","epithelial 1","nontumor"
"2065","G1_B002090","epithelial 9","nontumor"
"2066","G1_B003648","epithelial 19","tumor"
"2067","G20_1001000407","epithelial 0","tumor"
"2068","G20_1001000408","epithelial 0","tumor"
"2069","G20_1001000412","epithelial 0","tumor"
"2070","G20_B000420","epithelial 1","nontumor"
"2071","G20_B002078","epithelial 6","nontumor"
"2072","G20_B003071","epithelial 2","tumor"
"2073","G20_B003112","epithelial 3","tumor"
"2074","G20_B003116","epithelial 3","tumor"
"2075","G20_B003518","epithelial 8","tumor"
"2076","G20_B003588","epithelial 8","tumor"
"2077","G20_B003646","epithelial 10","tumor"
"2078","G20_B003654","epithelial 10","nontumor"
"2079","G20_B003775","epithelial 5","tumor"
"2080","G20_B003776","epithelial 5","tumor"
"2081","G20_B003777","epithelial 5","tumor"
"2082","G20_B003995","epithelial 20","tumor"
"2083","G21_1001000340","epithelial 13","tumor"
"2084","G21_1001000407","epithelial 0","tumor"
"2085","G21_1001000408","epithelial 0","tumor"
"2086","G21_B000422","epithelial 12","nontumor"
"2087","G21_B003112","epithelial 2","nontumor"
"2088","G21_B003116","epithelial 3","tumor"
"2089","G21_B003518","epithelial 8","tumor"
"2090","G21_B003588","epithelial 8","tumor"
"2091","G21_B003654","epithelial 10","tumor"
"2092","G21_B003775","epithelial 2","tumor"
"2093","G21_B003776","epithelial 5","tumor"
"2094","G21_B003995","epithelial 20","tumor"
"2095","G22_1001000339","epithelial 13","tumor"
"2096","G22_1001000407","epithelial 0","tumor"
"2097","G22_1001000408","epithelial 0","tumor"
"2098","G22_1001000412","epithelial 0","tumor"
"2099","G22_B000422","epithelial 6","tumor"
"2100","G22_B002073","epithelial 1","nontumor"
"2101","G22_B002078","epithelial 6","nontumor"
"2102","G22_B002079","epithelial 6","tumor"
"2103","G22_B003071","epithelial 2","tumor"
"2104","G22_B003112","epithelial 22","nontumor"
"2105","G22_B003116","epithelial 15","nontumor"
"2106","G22_B003120","epithelial 15","nontumor"
"2107","G22_B003518","epithelial 8","tumor"
"2108","G22_B003522","epithelial 4","tumor"
"2109","G22_B003527","epithelial 4","tumor"
"2110","G22_B003588","epithelial 22","tumor"
"2111","G22_B003775","epithelial 5","tumor"
"2112","G22_B003776","epithelial 2","nontumor"
"2113","G22_B003920","epithelial 1","nontumor"
"2114","G2_10001000325","epithelial 11","tumor"
"2115","G2_1001000317","epithelial 11","tumor"
"2116","G2_1001000327","epithelial 11","tumor"
"2117","G2_1001000407","epithelial 0","tumor"
"2118","G2_1001000408","epithelial 0","tumor"
"2119","G2_1001000409","epithelial 11","tumor"
"2120","G2_B000579","epithelial 2","nontumor"
"2121","G2_B000861","epithelial 16","tumor"
"2122","G2_B000862","epithelial 16","tumor"
"2123","G2_B000863","epithelial 14","nontumor"
"2124","G2_B003132","epithelial 10","tumor"
"2125","G2_B003659","epithelial 19","tumor"
"2126","G3_1001000317","epithelial 11","tumor"
"2127","G3_1001000407","epithelial 0","tumor"
"2128","G3_1001000408","epithelial 0","tumor"
"2129","G3_1001000412","epithelial 0","tumor"
"2130","G3_B000862","epithelial 14","nontumor"
"2131","G3_B001548","epithelial 15","nontumor"
"2132","G3_B002090","epithelial 9","nontumor"
"2133","G3_B003129","epithelial 1","nontumor"
"2134","G3_B003132","epithelial 1","nontumor"
"2135","G3_B003659","epithelial 19","tumor"
"2136","G4_1001000302","epithelial 9","tumor"
"2137","G4_1001000317","epithelial 11","tumor"
"2138","G4_1001000340","epithelial 13","tumor"
"2139","G4_1001000407","epithelial 0","tumor"
"2140","G4_1001000408","epithelial 0","tumor"
"2141","G4_1001000412","epithelial 0","tumor"
"2142","G4_B000861","epithelial 16","tumor"
"2143","G4_B000863","epithelial 16","tumor"
"2144","G4_B001558","epithelial 3","tumor"
"2145","G4_B003126","epithelial 10","tumor"
"2146","G4_B003129","epithelial 10","tumor"
"2147","G4_B003187","epithelial 1","nontumor"
"2148","G4_B003191","epithelial 2","tumor"
"2149","G4_B003648","epithelial 2","tumor"
"2150","G4_B003659","epithelial 19","tumor"
"2151","G4_B003995","epithelial 1","nontumor"
"2152","G5_1001000327","epithelial 11","tumor"
"2153","G5_1001000407","epithelial 11","tumor"
"2154","G5_1001000408","epithelial 0","tumor"
"2155","G5_1001000412","epithelial 0","tumor"
"2156","G5_B001474","epithelial 2","tumor"
"2157","G5_B001475","epithelial 5","tumor"
"2158","G5_B001558","epithelial 7","nontumor"
"2159","G5_B003125","epithelial 7","nontumor"
"2160","G5_B003126","epithelial 10","tumor"
"2161","G5_B003132","epithelial 7","nontumor"
"2162","G5_B003527","epithelial 2","tumor"
"2163","G5_B003659","epithelial 19","tumor"
"2164","G6_1001000317","epithelial 11","tumor"
"2165","G6_1001000407","epithelial 0","tumor"
"2166","G6_1001000408","epithelial 0","tumor"
"2167","G6_1001000412","epithelial 0","tumor"
"2168","G6_B000860","epithelial 14","tumor"
"2169","G6_B000863","epithelial 16","tumor"
"2170","G6_B001475","epithelial 2","tumor"
"2171","G6_B001558","epithelial 7","nontumor"
"2172","G6_B003126","epithelial 1","nontumor"
"2173","G6_B003191","epithelial 1","nontumor"
"2174","G7_1001000327","epithelial 11","tumor"
"2175","G7_1001000407","epithelial 0","tumor"
"2176","G7_1001000408","epithelial 0","tumor"
"2177","G7_1001000412","epithelial 11","tumor"
"2178","G7_B000860","epithelial 14","tumor"
"2179","G7_B000863","epithelial 16","tumor"
"2180","G7_B001475","epithelial 5","tumor"
"2181","G7_B001557","epithelial 2","nontumor"
"2182","G7_B003119","epithelial 15","nontumor"
"2183","G7_B003125","epithelial 1","nontumor"
"2184","G7_B003129","epithelial 1","nontumor"
"2185","G7_B003132","epithelial 1","nontumor"
"2186","G7_B003187","epithelial 1","nontumor"
"2187","G7_B003527","epithelial 4","tumor"
"2188","G7_B003528","epithelial 17","tumor"
"2189","G7_B003648","epithelial 19","tumor"
"2190","G7_B003659","epithelial 19","nontumor"
"2191","G7_B003995","epithelial 2","tumor"
"2192","G8_1001000317","epithelial 11","tumor"
"2193","G8_1001000407","epithelial 0","tumor"
"2194","G8_1001000408","epithelial 0","tumor"
"2195","G8_1001000412","epithelial 0","tumor"
"2196","G8_B000575","epithelial 21","tumor"
"2197","G8_B000861","epithelial 16","tumor"
"2198","G8_B001545","epithelial 3","tumor"
"2199","G8_B001548","epithelial 3","tumor"
"2200","G8_B001554","epithelial 1","nontumor"
"2201","G8_B003080","epithelial 21","tumor"
"2202","G8_B003132","epithelial 10","tumor"
"2203","G8_B003191","epithelial 10","tumor"
"2204","G8_B003518","epithelial 8","tumor"
"2205","G8_B003523","epithelial 17","tumor"
"2206","G8_B003527","epithelial 8","tumor"
"2207","G8_B003577","epithelial 1","nontumor"
"2208","G8_B003648","epithelial 19","tumor"
"2209","G9_1001000340","epithelial 13","tumor"
"2210","G9_1001000407","epithelial 0","tumor"
"2211","G9_1001000408","epithelial 0","tumor"
"2212","G9_1001000412","epithelial 0","tumor"
"2213","G9_B000569","epithelial 2","nontumor"
"2214","G9_B000861","epithelial 16","tumor"
"2215","G9_B000863","epithelial 16","tumor"
"2216","G9_B001475","epithelial 5","tumor"
"2217","G9_B001554","epithelial 1","nontumor"
"2218","G9_B001558","epithelial 7","nontumor"
"2219","G9_B003080","epithelial 21","tumor"
"2220","G9_B003119","epithelial 15","nontumor"
"2221","G9_B003518","epithelial 8","tumor"
"2222","G9_B003527","epithelial 4","tumor"
"2223","G9_B003577","epithelial 17","tumor"
"2224","G9_B003588","epithelial 4","tumor"
"2225","H10_10001000325","epithelial 11","tumor"
"2226","H10_1001000407","epithelial 0","tumor"
"2227","H10_1001000408","epithelial 0","tumor"
"2228","H10_1001000412","epithelial 0","tumor"
"2229","H10_B000278","epithelial 16","tumor"
"2230","H10_B000862","epithelial 14","nontumor"
"2231","H10_B000863","epithelial 14","nontumor"
"2232","H10_B001475","epithelial 2","tumor"
"2233","H10_B001558","epithelial 7","nontumor"
"2234","H10_B003071","epithelial 9","nontumor"
"2235","H10_B003119","epithelial 3","tumor"
"2236","H10_B003518","epithelial 4","tumor"
"2237","H10_B003522","epithelial 4","tumor"
"2238","H10_B003523","epithelial 17","tumor"
"2239","H10_B003527","epithelial 4","tumor"
"2240","H11_1001000317","epithelial 11","tumor"
"2241","H11_1001000340","epithelial 13","tumor"
"2242","H11_1001000407","epithelial 0","tumor"
"2243","H11_1001000408","epithelial 0","tumor"
"2244","H11_1001000412","epithelial 0","tumor"
"2245","H11_B000278","epithelial 16","tumor"
"2246","H11_B000863","epithelial 16","tumor"
"2247","H11_B001545","epithelial 17","tumor"
"2248","H11_B001548","epithelial 17","tumor"
"2249","H11_B001554","epithelial 1","nontumor"
"2250","H11_B001558","epithelial 3","tumor"
"2251","H11_B003119","epithelial 3","tumor"
"2252","H11_B003518","epithelial 4","tumor"
"2253","H11_B003523","epithelial 17","tumor"
"2254","H11_B003527","epithelial 4","tumor"
"2255","H11_B003529","epithelial 8","tumor"
"2256","H11_B003577","epithelial 17","tumor"
"2257","H11_B003588","epithelial 4","tumor"
"2258","H12_1001000407","epithelial 0","tumor"
"2259","H12_1001000408","epithelial 0","tumor"
"2260","H12_1001000412","epithelial 0","tumor"
"2261","H12_B000278","epithelial 16","tumor"
"2262","H12_B000422","epithelial 6","tumor"
"2263","H12_B003103","epithelial 14","nontumor"
"2264","H12_B003116","epithelial 15","nontumor"
"2265","H12_B003119","epithelial 3","tumor"
"2266","H12_B003518","epithelial 4","tumor"
"2267","H12_B003527","epithelial 8","tumor"
"2268","H12_B003529","epithelial 2","nontumor"
"2269","H12_B003776","epithelial 5","tumor"
"2270","H13_1001000339","epithelial 13","tumor"
"2271","H13_1001000340","epithelial 13","tumor"
"2272","H13_1001000407","epithelial 0","tumor"
"2273","H13_1001000408","epithelial 0","tumor"
"2274","H13_1001000411","epithelial 0","tumor"
"2275","H13_B000278","epithelial 16","tumor"
"2276","H13_B000420","epithelial 6","tumor"
"2277","H13_B000422","epithelial 6","tumor"
"2278","H13_B000860","epithelial 9","nontumor"
"2279","H13_B002078","epithelial 6","tumor"
"2280","H13_B002079","epithelial 12","nontumor"
"2281","H13_B003112","epithelial 3","tumor"
"2282","H13_B003116","epithelial 3","tumor"
"2283","H13_B003120","epithelial 18","tumor"
"2284","H13_B003518","epithelial 8","tumor"
"2285","H13_B003522","epithelial 8","tumor"
"2286","H13_B003527","epithelial 4","tumor"
"2287","H13_B003588","epithelial 4","tumor"
"2288","H13_B003776","epithelial 5","tumor"
"2289","H14_1001000339","epithelial 13","tumor"
"2290","H14_1001000407","epithelial 0","tumor"
"2291","H14_1001000408","epithelial 0","tumor"
"2292","H14_1001000412","epithelial 0","tumor"
"2293","H14_B000420","epithelial 15","nontumor"
"2294","H14_B000422","epithelial 6","tumor"
"2295","H14_B002073","epithelial 7","nontumor"
"2296","H14_B002077","epithelial 6","tumor"
"2297","H14_B002079","epithelial 6","tumor"
"2298","H14_B003112","epithelial 15","nontumor"
"2299","H14_B003116","epithelial 3","tumor"
"2300","H14_B003120","epithelial 3","tumor"
"2301","H14_B003129","epithelial 7","nontumor"
"2302","H14_B003132","epithelial 1","nontumor"
"2303","H14_B003518","epithelial 8","tumor"
"2304","H14_B003522","epithelial 2","nontumor"
"2305","H14_B003771","epithelial 1","nontumor"
"2306","H14_B003775","epithelial 5","tumor"
"2307","H14_B003776","epithelial 5","tumor"
"2308","H15_1001000407","epithelial 0","tumor"
"2309","H15_1001000408","epithelial 11","tumor"
"2310","H15_1001000412","epithelial 0","tumor"
"2311","H15_B000278","epithelial 16","tumor"
"2312","H15_B000420","epithelial 6","tumor"
"2313","H15_B000422","epithelial 12","nontumor"
"2314","H15_B000860","epithelial 9","nontumor"
"2315","H15_B002073","epithelial 1","nontumor"
"2316","H15_B002079","epithelial 6","tumor"
"2317","H15_B003112","epithelial 3","nontumor"
"2318","H15_B003116","epithelial 3","tumor"
"2319","H15_B003125","epithelial 3","tumor"
"2320","H15_B003129","epithelial 1","nontumor"
"2321","H15_B003191","epithelial 1","nontumor"
"2322","H15_B003518","epithelial 4","tumor"
"2323","H15_B003522","epithelial 4","tumor"
"2324","H15_B003527","epithelial 8","tumor"
"2325","H15_B003776","epithelial 5","tumor"
"2326","H15_B003995","epithelial 20","tumor"
"2327","H16_1001000339","epithelial 13","tumor"
"2328","H16_1001000407","epithelial 0","tumor"
"2329","H16_1001000412","epithelial 0","tumor"
"2330","H16_B000278","epithelial 16","tumor"
"2331","H16_B000420","epithelial 6","tumor"
"2332","H16_B000860","epithelial 9","nontumor"
"2333","H16_B001010","epithelial 18","tumor"
"2334","H16_B002078","epithelial 6","tumor"
"2335","H16_B002079","epithelial 6","tumor"
"2336","H16_B003116","epithelial 3","tumor"
"2337","H16_B003120","epithelial 3","tumor"
"2338","H16_B003129","epithelial 3","tumor"
"2339","H16_B003132","epithelial 15","nontumor"
"2340","H16_B003518","epithelial 4","tumor"
"2341","H16_B003527","epithelial 4","tumor"
"2342","H16_B003529","epithelial 4","tumor"
"2343","H16_B003588","epithelial 2","nontumor"
"2344","H16_B003647","epithelial 19","tumor"
"2345","H16_B003776","epithelial 2","tumor"
"2346","H16_B003920","epithelial 20","tumor"
"2347","H17_1001000339","epithelial 13","tumor"
"2348","H17_1001000407","epithelial 0","tumor"
"2349","H17_1001000412","epithelial 0","tumor"
"2350","H17_B000420","epithelial 2","nontumor"
"2351","H17_B000422","epithelial 15","nontumor"
"2352","H17_B000860","epithelial 9","nontumor"
"2353","H17_B002079","epithelial 6","tumor"
"2354","H17_B003112","epithelial 15","nontumor"
"2355","H17_B003116","epithelial 3","tumor"
"2356","H17_B003119","epithelial 9","nontumor"
"2357","H17_B003120","epithelial 15","nontumor"
"2358","H17_B003518","epithelial 4","tumor"
"2359","H17_B003527","epithelial 4","tumor"
"2360","H17_B003588","epithelial 4","tumor"
"2361","H17_B003775","epithelial 2","tumor"
"2362","H17_B003776","epithelial 5","tumor"
"2363","H17_B003777","epithelial 5","tumor"
"2364","H17_B003995","epithelial 20","tumor"
"2365","H18_1001000339","epithelial 13","tumor"
"2366","H18_1001000340","epithelial 13","tumor"
"2367","H18_1001000407","epithelial 0","tumor"
"2368","H18_1001000408","epithelial 0","tumor"
"2369","H18_1001000412","epithelial 11","tumor"
"2370","H18_B000420","epithelial 6","nontumor"
"2371","H18_B000422","epithelial 6","tumor"
"2372","H18_B000575","epithelial 21","tumor"
"2373","H18_B000860","epithelial 9","nontumor"
"2374","H18_B002074","epithelial 1","nontumor"
"2375","H18_B002078","epithelial 6","tumor"
"2376","H18_B003112","epithelial 3","tumor"
"2377","H18_B003116","epithelial 15","nontumor"
"2378","H18_B003120","epithelial 3","tumor"
"2379","H18_B003518","epithelial 8","tumor"
"2380","H18_B003522","epithelial 4","tumor"
"2381","H18_B003527","epithelial 8","tumor"
"2382","H18_B003588","epithelial 8","tumor"
"2383","H18_B003776","epithelial 5","tumor"
"2384","H18_B003777","epithelial 5","tumor"
"2385","H19_1001000339","epithelial 13","tumor"
"2386","H19_1001000407","epithelial 0","tumor"
"2387","H19_1001000408","epithelial 0","tumor"
"2388","H19_1001000412","epithelial 11","tumor"
"2389","H19_B000422","epithelial 6","tumor"
"2390","H19_B000860","epithelial 9","nontumor"
"2391","H19_B002079","epithelial 2","nontumor"
"2392","H19_B003071","epithelial 2","nontumor"
"2393","H19_B003116","epithelial 15","nontumor"
"2394","H19_B003120","epithelial 3","tumor"
"2395","H19_B003518","epithelial 8","tumor"
"2396","H19_B003522","epithelial 4","tumor"
"2397","H19_B003527","epithelial 4","tumor"
"2398","H19_B003588","epithelial 8","tumor"
"2399","H19_B003776","epithelial 5","tumor"
"2400","H1_1001000340","epithelial 13","nontumor"
"2401","H1_1001000407","epithelial 0","tumor"
"2402","H1_1001000408","epithelial 0","tumor"
"2403","H1_B000278","epithelial 16","tumor"
"2404","H1_B000860","epithelial 14","nontumor"
"2405","H1_B000883","epithelial 2","nontumor"
"2406","H1_B001543","epithelial 17","tumor"
"2407","H1_B003071","epithelial 9","nontumor"
"2408","H1_B003113","epithelial 2","tumor"
"2409","H1_B003187","epithelial 1","nontumor"
"2410","H1_B003191","epithelial 10","tumor"
"2411","H20_1001000407","epithelial 11","tumor"
"2412","H20_1001000408","epithelial 0","tumor"
"2413","H20_1001000412","epithelial 11","tumor"
"2414","H20_B000420","epithelial 6","nontumor"
"2415","H20_B000860","epithelial 9","nontumor"
"2416","H20_B002079","epithelial 6","tumor"
"2417","H20_B003067","epithelial 2","tumor"
"2418","H20_B003112","epithelial 15","nontumor"
"2419","H20_B003120","epithelial 15","nontumor"
"2420","H20_B003518","epithelial 4","tumor"
"2421","H20_B003522","epithelial 4","tumor"
"2422","H20_B003529","epithelial 4","tumor"
"2423","H20_B003588","epithelial 2","nontumor"
"2424","H20_B003647","epithelial 19","tumor"
"2425","H20_B003775","epithelial 5","tumor"
"2426","H20_B003776","epithelial 5","tumor"
"2427","H20_B003995","epithelial 20","tumor"
"2428","H21_1001000339","epithelial 13","tumor"
"2429","H21_1001000407","epithelial 0","tumor"
"2430","H21_1001000408","epithelial 0","tumor"
"2431","H21_1001000412","epithelial 0","tumor"
"2432","H21_B000420","epithelial 15","nontumor"
"2433","H21_B000860","epithelial 9","nontumor"
"2434","H21_B002073","epithelial 7","nontumor"
"2435","H21_B002074","epithelial 1","nontumor"
"2436","H21_B003112","epithelial 15","nontumor"
