lung_t_cell_0	lung_t_cell_1	lung_t_cell_2	lung_t_cell_3	lung_t_cell_4	lung_t_cell_5	lung_t_cell_6
EZH2	0	0	0	0	0	1.57895050267397	0.57506960981938
METTL2A	0	0	0	0	0	0.71088961739241	0
BLMH	0	0	0	0	0	0.63771509341387	0
MRPL23	0	0	0	0	0	0.748422940882562	0
PPIF	0	0	0	0	0	1.15232472295985	0
PRKAR1B	0	0	0	0	0	1.2710499817771	0
MSC	0	0	0	0	0	1.59233222898799	0
GTF2F2	0	0	0	0	0	1.17960460560307	0
PRKAG1	0	0	0	0	0	0.681807829611245	1.0103146902318
C4orf46	0	0	0	0	0	0.971400914168796	0
MT1E	0	0	0	0	0	1.09502071308028	0
GINS4	0	0	0	0	0	0.906933438671886	0
NUBP1	0	0	0	0	0	0.538829850649515	0
ADH5	0	0	0	0	0	0.870761074102308	0
MCRS1	0	0	0	0	0	0.709997817111126	0
HSPB11	0	0	0	0	0	0.87207300108364	0.477117079950117
NMI	0	0	0	0	0	0.925379677423781	0.394471833728951
WDR5	0	0	0	0	0	1.5137702474841	0
EBNA1BP2	0	0	0	0	0	1.04090034494349	0
FN3KRP	0	0	0	0	0	1.14400616743815	0
SDHAF3	0	0	0	0	0	0.808494821801841	0
SMARCB1	0	0	0	0	0	0.823138939922209	0
STX18	0	0	0	0	0	0.679851615130258	0
FGFR1OP	0	0	0	0	0	0.992833152849486	0
HIST2H2AC	0	0	0	0	0	0.812907342836702	0
TTLL12	0	0	0	0	0	1.0057007780451	0
RFC1	0	0	0	0	0	0.457255417380769	0
AIMP2	0	0	0	0	0	1.26297650346433	0
FANCA	0	0	0	0	0	0.988656785077162	0
LRWD1	0	0	0	0	0	0.838364422977863	0
COMTD1	0	0	0	0	0	0.927737109027387	0
ATIC	0	0	0	0	0	1.14542601206915	0
DDX12P	0	0	0	0	0	0.712824215755223	0
CBX1	0	0	0	0	0	0.996274575774736	0
RPA1	0	0	0	0	0	0.551969645286839	0
QDPR	0	0	0	0	0	0.667628240834115	0
ALG5	0	0	0	0	0	0.814120929904999	0
SUV39H2	0	0	0	0	0	1.57766872588577	0
LOC100996447	0	0	0	0	0	0.414923158890312	0
TOMM34	0	0	0	0	0	0.77641937923111	0
PRDX4	0	0	0	0	0	0.875715504399536	0
ANAPC7	0	0	0	0	0	1.30166173562333	0
POTEE	0	0	0	0	0	0.290697878576693	0
TMEM261	0	0	0	0	0	0.71714228573813	0
PAM16	0	0	0	0	0	1.3598487611415	0
SVBP	0	0	0	0	0	0.541179779060584	0
FUCA2	0	0	0	0	0	0.553922755075785	0
ACTG1	0	0	0	0	0	1.34270360257765	0
PPP1R8	0	0	0	0	0	0.752620934997875	0.953810324266119
LOC728554	0	0	0	0	0	0.696414816717136	0
DDX11	0	0	0	0	0	0.81226814958024	0
UQCC2	0	0	0	0	0	0.77943511376469	0
ELP6	0	0	0	0	0	0.824191676442886	0
GART	0	0	0	0	0	0.481595423879352	0
UCHL3	0	0	0	0	0	1.00970779868337	0
ILVBL	0	0	0	0	0	0.925054591830345	0
COA6	0	0	0	0	0	0.946928032037624	0
PDCD5	0	0	0	0	0	0.962059481174504	0
ARMT1	0	0	0	0	0	0.342520286147898	0
ASH2L	0	0	0	0	0	0.616010288488736	0
MALSU1	0	0	0	0	0	0.763166829430599	0
PSMB2	0	0	0	0	0	1.15708875334322	0
PSMB5	0	0	0	0	0	0.860596336907268	0
EIF2B3	0	0	0	0	0	0.759538786277045	0
MCTS1	0	0	0	0	0	0.592446585220628	0
C12orf10	0	0	0	0	0	0.782349963415703	0
CBX3	0	0	0	0	0	0.605184853663851	0.358104078932142
TREX1	0	0	0	0	0	0.701239156905593	0
RBFA	0	0	0	0	0	1.37469581071385	0
MRPS35	0	0	0	0	0	0.344193943594871	0
MRPL55	0	0	0	0	0	0.667517636198769	0
SLC39A3	0	0	0	0	0	0.991772391066001	0
MED8	0	0	0	0	0	0.650538401238167	0
PUSL1	0	0	0	0	0	1.03910738717297	0
JMJD4	0	0	0	0	0	1.18286536537239	0
PDLIM7	0	0	0	0	0	1.13748817613013	0
CARS	0	0	0	0	0	0.865755525996568	0
USP39	0	0	0	0	0	0.682211928911752	0
C17orf89	0	0	0	0	0	0.763253827027783	0
TALDO1	0	0	0	0	0	0.949341218633336	0
METTL1	0	0	0	0	0	1.02025959694358	0
BCAT2	0	0	0	0	0	0.917649089625309	0
FDXR	0	0	0	0	0	1.89830877761104	0
NDUFAF1	0	0	0	0	0	1.1462794608189	0
EMG1	0	0	0	0	0	0.815363113999227	0
PFAS	0	0	0	0	0	0.841993848581154	0
E2F4	0	0	0	0	0	0.526615298678554	0
MTAP	0	0	0	0	0	0.670940290896092	0
APOBEC3H	0	0	0	0	0	1.02456508766014	0
MRPL24	0	0	0	0	0	0.82288346909308	0
GPATCH4	0	0	0	0	0	0.900322123416179	0
DDX41	0	0	0	0	0	0.788861151108206	0
IFRD2	0	0	0	0	0	1.18374977716843	0
ARHGAP11A	0	0	0	0	0	1.23437381499346	0
TBCCD1	0	0	0	0	0	0.409232180190489	0
ISCA2	0	0	0	0	0	0.444484861631777	0
PSMA4	0	0	0	0	0	1.09755255875878	0
NOC4L	0	0	0	0	0	1.18514489265877	0
DUS2	0	0	0	0	0	1.22333920387353	0
ANP32E	0	0	0	0	0	1.26036483761931	0
SLC25A22	0	0	0	0	0	0.935750884877366	0
EIF2B1	0	0	0	0	0	0.532325669362697	0
GMPS	0	0	0	0	0	0.564938074986169	0.35894397235392
FARSA	0	0	0	0	0	1.09941116686666	0.875106055919921
PCBD2	0	0	0	0	0	1.01841854037415	0
ATP5G1	0	0	0	0	0	0.873305536638934	0
MGST2	0	0	0	0	0	1.05255395920217	0
MTX1	0	0	0	0	0	0.66982248763742	0
LZIC	0	0	0	0	0	0.748877529907964	0
CTPS1	0	0	0	0	0	0.989359228340292	0
NR2C2AP	0	0	0	0	0	1.06304443400947	0
SSSCA1	0	0	0	0	0	0.946896872184449	0
SNRNP40	0	0	0	0	0	0.949221383970637	0.393083129131874
POC5	0	0	0	0	0	1.14576744593392	0
TRIOBP	0	0	0	0	0	0.838393826690012	1.22362324296664
MRPL40	0	0	0	0	0	0.63724382981448	0
RUVBL1	0	0	0	0	0	0.811428300237837	0
UFD1L	0	0	0	0	0	0.641285917743442	0
LOC100419583	0	0	0	0	0	0.95251155683696	0
HTATSF1	0	0	0	0	0	0.475808841849649	0
PRMT3	0	0	0	0	0	0.763111292666632	0
SLC7A1	0	0	0	0	0	1.00147925710237	0
SQLE	0	0	0	0	0	0.751880420716881	0
POLE	0	0	0	0	0	1.30036025991449	0
PGP	0	0	0	0	0	0.642796036235166	0
PLGRKT	0	0	0	0	0	0.797843216369798	0
UBL4A	0	0	0	0	0	0.663315175877031	0
CWC15	0	0	0	0	0	0.787170090285684	0.917370882422201
HIST1H1D	0	0	0	0	0	1.35732013556223	0
ACD	0	0	0	0	0	0.654169702180784	0.431126890745079
MT1F	0	0	0	0	0	0.786775214736003	0
HSBP1	0	0	0	0	0	0.739978153201139	0
DKC1	0	0	0	0	0	1.0080228150529	0
MRPL38	0	0	0	0	0	0.723623196618673	0.424023374372482
POLDIP2	0	0	0	0	0	0.894545834789323	0
TIMM50	0	0	0	0	0	1.03394889477865	0
TBC1D7	0	0	0	0	0	1.056965684578	0
FAM111A	0	0	0	0	0	0.863772757674472	0
RRP9	0	0	0	0	0	0.777473325854669	0
NDUFS3	0	0	0	0	0	0.923017636150147	0
SLC1A4	0	0	0	0	0	0.852650018612254	0
ECHS1	0	0	0	0	0	0.731155724288951	0
NUDT15	0	0	0	0	0	0.698080029374577	0
EXOSC2	0	0	0	0	0	1.45018807537736	0
USP5	0	0	0	0	0	0.86456276101777	0
IAH1	0	0	0	0	0	0.506023909840972	0
GMPPB	0	0	0	0	0	0.574879944845757	0
PRIM2	0	0	0	0	0	1.76404254770586	0
OIP5-AS1	0	0	0	0	0	0.851049534962339	0
TMA16	0	0	0	0	0	0.645657715906355	0
HIST1H1C	0	0	0	0	0	1.35294966240748	0
PRPF31	0	0	0	0	0	0.693787090196064	0
GID8	0	0	0	0	0	0.564121356200998	0
HIGD1A	0	0	0	0	0	0.712456762729237	0
HNRNPD	0	0	0	0	0	1.20416317950233	0
TOR2A	0	0	0	0	0	0.823130023095057	0
APOA1BP	0	0	0	0	0	0.723815920299246	0
HAUS2	0	0	0	0	0	1.03709132886885	0
CTU1	0	0	0	0	0	0.872484381526116	0
CENPL	0	0	0	0	0	0.714269987533199	0
COPS3	0	0	0	0	0	0.676084834999199	0
DHPS	0	0	0	0	0	0.4245802290313	0
SAP130	0	0	0	0	0	0.421958501207179	0
THOC3	0	0	0	0	0	0.587908821483472	0
TBRG4	0	0	0	0	0	0.346044831287124	0
PIPSL	0	0	0	0	0	0.431070867824848	0
CDC23	0	0	0	0	0	1.16742473409279	0
MCCC2	0	0	0	0	0	0.630654120673613	0
BLM	0	0	0	0	0	0.91548511079597	0
SNRPF	0	0	0	0	0	1.10093379768141	0.78758666387023
AK6	0	0	0	0	0	0.745260378507678	1.3040314244309
CASP7	0	0	0	0	0	0.441707537636431	0
AP1S1	0	0	0	0	0	0.764980836258509	0
EXOSC3	0	0	0	0	0	0.803885471063158	0.266819818563901
MRPS18B	0	0	0	0	0	0.760780276430781	0
ACADM	0	0	0	0	0	0.652533642975925	0
SMC6	0	0	0	0	0	0.506656446786221	0
UTP11L	0	0	0	0	0	0.622421210626275	0
TRIAP1	0	0	0	0	0	0.704976870525543	0
UBE2E1	0	0	0	0	0	0.603865164703131	0
POLR2D	0	0	0	0	0	0.51593110405351	0
UBR7	0	0	0	0	0	1.24220935522255	0
BANF1	0	0	0	0	0	1.0222959068646	0.742576896753391
RTCA	0	0	0	0	0	0.470054452514814	0
CCDC86	0	0	0	0	0	0.851025856442436	0
GPANK1	0	0	0	0	0	1.06079601452191	0.945300458647883
METTL5	0	0	0	0	0	0.575714515265688	0
CD2BP2	0	0	0	0	0	0.705172064253149	0
HDGF	0	0	0	0	0	0.830106312539302	0
ZCCHC9	0	0	0	0	0	0.602463774215524	0
LRRCC1	0	0	0	0	0	1.21295281177503	0
MRPS27	0	0	0	0	0	0.822160761897764	0
GLRX5	0	0	0	0	0	0.819897183963166	0
PIGS	0	0	0	0	0	0.468629337823455	0
SEH1L	0	0	0	0	0	0.888547789887162	0
RNASEH2C	0	0	0	0	0	0.343103720373372	0
NME2	0	0	0	0	0	1.14704872207333	0.319855199375158
CISD3	0	0	0	0	0	0.705809346565924	0
COQ9	0	0	0	0	0	0.849833579247876	0
RPP30	0	0	0	0	0	0.636409644959872	0
GPN3	0	0	0	0	0	0.878584448450036	0
ACP1	0	0	0	0	0	0.610165061235028	0
PINX1	0	0	0	0	0	1.20025010822041	0
SLC37A4	0	0	0	0	0	1.53586893691403	0
SRM	0	0	0	0	0	1.39557829698484	0
SNAP29	0	0	0	0	0	0.700481393431713	0
SORD	0	0	0	0	0	0.483752154122497	0
PXDC1	0	0	0	0	0	1.39289934708729	0
SARS2	0	0	0	0	0	1.12027321186374	0
MIEN1	0	0	0	0	0	0.517627573458115	0.344843680891952
MRPL52	0	0	0	0	0	0.808349915146328	0
GSTO1	0	0	0	0	0	0.928629809438846	0
RAB33A	0	0	0	0	0	0.720809295075725	0
RANGRF	0	0	0	0	0	0.430323841770965	0
CIAPIN1	0	0	0	0	0	0.502118693303598	0
CECR5	0	0	0	0	0	0.607292329477463	0
NELFB	0	0	0	0	0	0.560269399330143	0
SLC25A11	0	0	0	0	0	0.669658765121292	0.959630570412851
ETHE1	0	0	0	0	0	0.562479708992893	0
COA3	0	0	0	0	0	0.608339166132501	0
MYB	0	0	0	0	0	0.73408966055552	0
ATXN10	0	0	0	0	0	0.496529232015579	0.302498796944871
CALM3	0	0	0	0	0	1.02165579086256	0.754352009880471
GPS1	0	0	0	0	0	0.62510722624036	0
C11orf98	0	0	0	0	0	0.830700263842373	0.457884730721825
IPO4	0	0	0	0	0	1.27218538851353	0
NT5C	0	0	0	0	0	0.758241630479754	0
WDR83	0	0	0	0	0	1.01420166786184	0
RPUSD3	0	0	0	0	0	0.936717102432946	0
TXNDC17	0	0	0	0	0	0.992818821421328	0
MRPS14	0	0	0	0	0	0.936019783954375	0
HSPBP1	0	0	0	0	0	0.46454442445234	0
SDHC	0	0	0	0	0	0.547494944514954	0
MRPS23	0	0	0	0	0	0.73003975165012	0
NUDT2	0	0	0	0	0	0.950451675995884	0
ARF3	0	0	0	0	0	0.491394170119544	0
CCDC124	0	0	0	0	0	0.599970629223554	0
COX16	0	0	0	0	0	0.582019702421381	0.363875728073701
MCUR1	0	0	0	0	0	0.76681813032517	0
SNRPD3	0	0	0	0	0	0.953937087788034	0
NAA38	0	0	0	0	0	0.655207377540181	0
SART1	0	0	0	0	0	0.334946434504667	0
TCEAL8	0	0	0	0	0	0.990819206169192	0
MRPL14	0	0	0	0	0	1.00263826133405	0
HSPA14	0	0	0	0	0	1.10900498790998	0
NSL1	0	0	0	0	0	0.457784610062792	0
FIGNL1	0	0	0	0	0	0.912973171586207	0
RAD18	0	0	0	0	0	0.62313398152367	0
SCYL1	0	0	0	0	0	0.870345396842493	0
RBM17	0	0	0	0	0	0.580798388684522	0
RFWD3	0	0	0	0	0	0.353016649802528	0
CARS2	0	0	0	0	0	0.972391393646233	0
WDR61	0	0	0	0	0	0.852586476338135	0
CUEDC2	0	0	0	0	0	0.515427331222936	0
PSMG3	0	0	0	0	0	0.636261074366168	0
APEX2	0	0	0	0	0	1.05405567765912	0
RNPEP	0	0	0	0	0	0.785588352813828	0
BRAT1	0	0	0	0	0	0.667764894327314	0
TRMU	0	0	0	0	0	0.773848136195075	0
NAA10	0	0	0	0	0	0.887713846537023	0
USP1	0	0	0	0	0	0.856821191931791	0.489759182027236
PLIN3	0	0	0	0	0	0.398898721445423	0
LAS1L	0	0	0	0	0	0.681029563810215	0
PDHA1	0	0	0	0	0	0.739355016697281	0.838721194042207
THUMPD3	0	0	0	0	0	0.857573350706653	0
TAF12	0	0	0	0	0	0.328928755994113	0
HAUS7	0	0	0	0	0	0.951462966143941	0
KEAP1	0	0	0	0	0	0.407325308305428	0.922408053237215
ALDH16A1	0	0	0	0	0	0.569028553448289	0
RHBDD3	0	0	0	0	0	1.52855498666671	0
UCK1	0	0	0	0	0	0.644261182278237	0
CMC2	0	0	0	0	0	0.75975441567578	0
APOO	0	0	0	0	0	1.11766949700029	0
RNF8	0	0	0	0	0	0.613867537386191	0
CCHCR1	0	0	0	0	0	0.46226872665261	0
TYW3	0	0	0	0	0	0.465852132116528	0
UMPS	0	0	0	0	0	0.985532104285209	0
C22orf39	0	0	0	0	0	0.288725307104444	0
PSMD4	0	0	0	0	0	0.807094452337189	0.609866705648897
KLHDC3	0	0	0	0	0	0.367255063488751	0
HCCS	0	0	0	0	0	0.968709105977007	0
APOBEC3D	0	0	0	0	0	0.63943128713816	0.546628962121462
PNKD	0	0	0	0	0	0.481602100010782	0
KXD1	0	0	0	0	0	0.565767726285953	0
HDAC8	0	0	0	0	0	0.388050238151656	0
U2AF2	0	0	0	0	0	0.779265608326328	0
ATP5G3	0	0	0	0	0	1.18058217553496	0.350952158606977
MRPS24	0	0	0	0	0	0.443289737962786	0
TDP1	0	0	0	0	0	0.562216310243427	0
ACO2	0	0	0	0	0	0.534514665944834	0
PLRG1	0	0	0	0	0	0.280728860443202	0
GLRX2	0	0	0	0	0	0.47515269042806	0
DIS3L	0	0	0	0	0	0.644920007166006	0
PROSC	0	0	0	0	0	0.324290669019081	0
PFDN2	0	0	0	0	0	0.685459190300437	0
DCLRE1B	0	0	0	0	0	0.598333288643276	0
NENF	0	0	0	0	0	0.467745235462927	0
PRADC1	0	0	0	0	0	1.01523588395419	0
NEDD1	0	0	0	0	0	0.676205709715752	0
HLA-DMB	0	0	0	0	0	0.681481435977625	0
BRCC3	0	0	0	0	0	0.381250914065034	0
TOR1A	0	0	0	0	0	0.58602885744595	0
ADA	0	0	0	0	0	0.819552353536137	0
MRPS2	0	0	0	0	0	0.612622383749596	0
CCDC82	0	0	0	0	0	0.453154119267881	0
IKBKG	0	0	0	0	0	0.348911362305237	0
PSMC5	0	0	0	0	0	0.971808228974193	0
PSMC1	0	0	0	0	0	0.667596366473696	0.383809891639648
TIMM17B	0	0	0	0	0	0.664396896506176	0
MBD3	0	0	0	0	0	0.830239640006983	1.10454257395967
MEA1	0	0	0	0	0	0.708521055583834	0
FBXO4	0	0	0	0	0	0.756398458632711	0
JAKMIP1	0	0	0	0	0	0.627658891171823	0
CAMK1	0	0	0	0	0	1.37189900959405	0
INPP1	0	0	0	0	0	0.808762890113349	0
NUP62	0	0	0	0	0	0.823889083379524	0
C2orf47	0	0	0	0	0	0.754885303918012	0
TMEM126A	0	0	0	0	0	0.760151925934567	0
MRPS18A	0	0	0	0	0	0.733210018216708	0
SRD5A3	0	0	0	0	0	0.963618120572475	0
STAMBP	0	0	0	0	0	0.290032281916714	0
PCK2	0	0	0	0	0	0.838018618685738	0
PDXK	0	0	0	0	0	0.715896545809359	0
SARNP	0	0	0	0	0	0.812461440411069	0.904331807858412
MZT2B	0	0	0	0	0	0.943931724903308	0
ILKAP	0	0	0	0	0	0.812998137991793	0
POLR2J	0	0	0	0	0	0.640988563902133	0.515708184993016
MRPS26	0	0	0	0	0	0.699191353512059	0
CCNB1IP1	0	0	0	0	0	0.942603495643222	0
LTV1	0	0	0	0	0	0.835190236539403	0
STK16	0	0	0	0	0	0.711802436478945	0
DPY30	0	0	0	0	0	0.678623576651091	0
MTHFS	0	0	0	0	0	0.303177027572833	0
RCC2	0	0	0	0	0	0.67905254332219	0
RAE1	0	0	0	0	0	0.404193595033007	0
LIMA1	0	0	0	0	0	0.93284669660767	0
DTD1	0	0	0	0	0	0.287237657077616	0
GAR1	0	0	0	0	0	0.551304554570764	0
CHCHD3	0	0	0	0	0	0.42130654124217	0
NDUFA9	0	0	0	0	0	0.832980620921881	0
PDXP	0	0	0	0	0	0.432553420831681	0
PIH1D1	0	0	0	0	0	0.600732967668534	0
UQCRHL	0	0	0	0	0	0.358216285967105	0
CNDP2	0	0	0	0	0	0.29278477166282	0
SUPT16H	0	0	0	0	0	0.683335597558697	0
COX5A	0	0	0	0	0	1.03691691083881	0.569477795054198
VARS	0	0	0	0	0	0.997026012231639	0
PRPS2	0	0	0	0	0	0.37528477487264	0
ERH	0	0	0	0	0	1.05273845482823	0
HDDC3	0	0	0	0	0	0.588084519582886	0
NUDCD1	0	0	0	0	0	0.67035233598406	0
DCTN2	0	0	0	0	0	0.609245558020668	0
USP14	0	0	0	0	0	0.380108521947584	0
ZWILCH	0	0	0	0	0	0.775851732838585	0
DCUN1D5	0	0	0	0	0	0.90177606625352	0
COMMD1	0	0	0	0	0	0.395453577423818	0
RAN	0	0	0	0	0	1.02309747540182	0
TRUB2	0	0	0	0	0	0.610008545322571	0
DDX56	0	0	0	0	0	0.754139442097353	0
RRP1	0	0	0	0	0	0.908627704334813	0
XPNPEP1	0	0	0	0	0	0.561048006454284	0
HLA-DQA1	0	0	0	0	0	1.19964719478004	0
ENO1	0	0	0	0	0	1.18586768400983	0
HTRA2	0	0	0	0	0	0.663518834927347	0
CDK10	0	0	0	0	0	0.799053478817405	0
HARS	0	0	0	0	0	0.652654375672873	0
YRDC	0	0	0	0	0	0.672222956488362	0
OXCT1	0	0	0	0	0	0.961772035106596	0
NIPSNAP3A	0	0	0	0	0	0.356841520011628	0
NHP2	0	0	0	0	0	0.880308500528844	0
ANAPC11	0	0	0	0	0	0.901713882473063	0
GTF2A2	0	0	0	0	0	0.891894173622468	0
BABAM1	0	0	0	0	0	0.444696983998706	0
NRAS	0	0	0	0	0	0.657230180688361	0
CKAP2	0	0	0	0	0	0.579636628191088	0
UQCRC2	0	0	0	0	0	0.681222709905926	0
MRPL41	0	0	0	0	0	0.817471626959845	0
MRPL53	0	0	0	0	0	0.622727689676045	0
MRPS12	0	0	0	0	0	0.531116460257869	0
METTL13	0	0	0	0	0	0.936829497243715	0
ADI1	0	0	0	0	0	0.625739413688042	0
MRPL36	0	0	0	0	0	0.830995500126698	0
PGRMC1	0	0	0	0	0	0.433244944836919	0
EMC6	0	0	0	0	0	0.432252358081189	0
WDR54	0	0	0	0	0	0.734408517627595	0
CFL1	0	0	0	0	0	0.735393297253489	0
SLC35A4	0	0	0	0	0	0.366557250742918	0
PTPN6	0	0	0	0	0	0.43136495912572	0.738677657373192
PIGU	0	0	0	0	0	0.811792163443172	0
C12orf43	0	0	0	0	0	0.344862475283991	0
AKIP1	0	0	0	0	0	0.402491954261631	0
ALG3	0	0	0	0	0	1.04681368747881	0
NSUN5	0	0	0	0	0	0.980484533041504	0
TBL3	0	0	0	0	0	0.490298887036837	0
PLEKHJ1	0	0	0	0	0	0.463593880774713	0
GPX7	0	0	0	0	0	0.655857747387407	0
ZNF511	0	0	0	0	0	0.808775935608558	0
MAPKAPK3	0	0	0	0	0	0.836557853457871	0
HK1	0	0	0	0	0	0.32087645619709	0
NSMCE2	0	0	0	0	0	0.349331958634119	0
C1GALT1C1	0	0	0	0	0	0.571112697749361	0
ACTR1A	0	0	0	0	0	0.436510335868661	0
GBAS	0	0	0	0	0	0.516763928993734	0
SIVA1	0	0	0	0	0	0.895167090854717	0
CPSF3	0	0	0	0	0	0.637379382098878	0
FBL	0	0	0	0	0	0.674910214825197	0.306264936157394
STT3A	0	0	0	0	0	0.386024248796457	0
TAF1B	0	0	0	0	0	0.60990869027239	0
CBR4	0	0	0	0	0	0.313454076840103	0
IWS1	0	0	0	0	0	0.693291781641697	0
HMGXB4	0	0	0	0	0	0.570725383024764	0
AEN	0	0	0	0	0	0.340117393251318	0
MTPAP	0	0	0	0	0	0.781186612504535	0
CDKN2C	0	0	0	0	0	1.04061530320881	0
TTC32	0	0	0	0	0	0.773906031869616	0
EIF2S2	0	0	0	0	0	0.624051172867552	0
TBCE	0	0	0	0	0	0.958064802343639	0
CCDC25	0	0	0	0	0	0.69474062827934	0
PSMB3	0	0	0	0	0	0.997160941502437	0.440102486181288
NDUFA10	0	0	0	0	0	0.887769861140115	0
ZNF688	0	0	0	0	0	0.662012649175085	0
GEMIN2	0	0	0	0	0	1.02396943971793	0
RFT1	0	0	0	0	0	0.661858724578686	0
ATPAF1	0	0	0	0	0	0.60761874623054	0
SNUPN	0	0	0	0	0	0.861202921178875	0
AKT1	0	0	0	0	0	0.474633106125572	0
SNAPIN	0	0	0	0	0	0.612725505146981	0
HGH1	0	0	0	0	0	0.779860781851709	0
CYB561A3	0	0	0	0	0	1.16965909909942	0
MRPS25	0	0	0	0	0	0.586470295659052	0
NUBP2	0	0	0	0	0	0.383007032298096	0
PABPN1	0	0	0	0	0	0.313401929458495	0
TSSC1	0	0	0	0	0	0.266921346569939	0
MRPL19	0	0	0	0	0	0.712583432503295	0
MTFR1L	0	0	0	0	0	0.404514570409811	0
FARS2	0	0	0	0	0	0.454360149462588	0
GEMIN7	0	0	0	0	0	0.670833088759268	0
PDCD2L	0	0	0	0	0	0.425438441294076	0
CDK5RAP2	0	0	0	0	0	0.8814427647139	0
LAMTOR2	0	0	0	0	0	0.649331866991632	0.661571706242306
CLPTM1L	0	0	0	0	0	0.280983398203228	0
FPGS	0	0	0	0	0	0.5625977058599	0
COMMD9	0	0	0	0	0	0.698809813083852	0
PDS5B	0	0	0	0	0	0.761402957976795	0.617824564344934
RTCB	0	0	0	0	0	0.608184868725821	0.743012697073703
PHB	0	0	0	0	0	0.802194989933668	0
PSME2	0	0	0	0	0	1.13225408955441	0.444435129888995
DNAJC7	0	0	0	0	0	0.683767778076128	0
MED24	0	0	0	0	0	0.778020177958634	0
TPI1	0	0	0	0	0	1.0569603849582	0.533953613368285
CTNNAL1	0	0	0	0	0	1.00661438776208	0
SRSF4	0	0	0	0	0	0.415518918468786	0
MRPL47	0	0	0	0	0	0.651241504445267	0
ESD	0	0	0	0	0	0.747544934970548	0
CCDC94	0	0	0	0	0	0.47906936843718	0
BDH1	0	0	0	0	0	1.41269662336626	0
DNMT1	0	0	0	0	0	0.733581258919307	0.310314202192272
TMEM222	0	0	0	0	0	0.346898746448009	0
GET4	0	0	0	0	0	0.605705474827859	0
SLC25A1	0	0	0	0	0	0.439379534840195	0
MRPS17	0	0	0	0	0	0.910248480464719	0
NEMP1	0	0	0	0	0	0.723856223477831	0
TANGO2	0	0	0	0	0	0.540840179731879	0
TIMM9	0	0	0	0	0	0.891435868066804	0
MICU1	0	0	0	0	0	0.307842606383192	0
MRPS28	0	0	0	0	0	0.620223922617171	0
MRPL9	0	0	0	0	0	0.423653489737769	0
TESC	0	0	0	0	0	0.932643165167617	0
BRIX1	0	0	0	0	0	0.833686505915853	0
PREB	0	0	0	0	0	0.693255561159151	0
MRPS9	0	0	0	0	0	0.42470291723089	0
MRPL48	0	0	0	0	0	0.388624522789555	0.751770744772706
ARHGAP1	0	0	0	0	0	0.520559419338242	0
AGPS	0	0	0	0	0	0.608306062482244	0
CRSP8P	0	0	0	0	0	0.742938168587578	0
PIGX	0	0	0	0	0	0.652644571736187	0
PSMC6	0	0	0	0	0	0.734885250473593	0
C11orf73	0	0	0	0	0	0.427450608241809	0
NELFCD	0	0	0	0	0	0.648799121283695	0
PSMA2	0	0	0	0	0	0.965163627693832	0.373606660659314
CDKN2A	0	0	0	0	0	1.27592844591212	0
ECI1	0	0	0	0	0	0.662311584024867	0.774326834085024
PRPSAP1	0	0	0	0	0	0.253048637898909	0
RPA2	0	0	0	0	0	0.629953578046514	0
HLA-DRB6	0	0	0	0	0	0.266191019702751	0
VPS72	0	0	0	0	0	0.50708914854975	0
LOC100506844	0	0	0	0	0	1.04498175467073	0
GAMT	0	0	0	0	0	0.753643992395212	0
MRPS5	0	0	0	0	0	0.530513557152705	0
COX8A	0	0	0	0	0	0.96193383532615	0
NAA15	0	0	0	0	0	0.388831106506651	0
FAM195B	0	0	0	0	0	0.527914843490047	0
TSR3	0	0	0	0	0	0.510390088115883	0
ALG8	0	0	0	0	0	0.68312666937518	0
SPATA33	0	0	0	0	0	0.262182371389737	0
ACAT1	0	0	0	0	0	0.770828027957637	0
PPP1R14B	0	0	0	0	0	1.02048895510993	0.752439022604219
ALG1	0	0	0	0	0	0.667938835208519	0
KCNN4	0	0	0	0	0	0.981185720265957	0
MZT2A	0	0	0	0	0	0.619935105298406	0
PTPMT1	0	0	0	0	0	0.531749507372371	0
ZBTB32	0	0	0	0	0	0.842613506652831	0
IER3IP1	0	0	0	0	0	0.518152401895797	0.703924357107291
TFB1M	0	0	0	0	0	0.382842861042732	0
RIC8A	0	0	0	0	0	0.411441981784884	0
UBE2E3	0	0	0	0	0	0.54032730774491	0.528415029544453
TMEM189	0	0	0	0	0	0.654615294196565	0
SAP30	0	0	0	0	0	0.775369138666316	0
GSTCD	0	0	0	0	0	1.06622847959908	0
GOSR2	0	0	0	0	0	0.364189790392731	0
C1QBP	0	0	0	0	0	1.23228757873695	0
TMEM218	0	0	0	0	0	0.747719621549463	0
DNMT3A	0	0	0	0	0	0.663922713529544	0
GBP1	0	0	0	0	0	0.792589805979988	1.03289514044449
TRAPPC2L	0	0	0	0	0	0.475480454221654	0
GOLT1B	0	0	0	0	0	0.363082815408565	0
PMM1	0	0	0	0	0	0.41647164033728	0.419969528060874
TMEM14C	0	0	0	0	0	0.483499014801539	0
NUP107	0	0	0	0	0	0.682492627791643	0
TRAF2	0	0	0	0	0	0.585908712874094	0
ERI3	0	0	0	0	0	0.553627826706409	0
HRAS	0	0	0	0	0	0.809818283058532	0
PHF5A	0	0	0	0	0	0.751376228183755	0
ASNS	0	0	0	0	0	0.742521695132	0
CTNNBL1	0	0	0	0	0	0.272804545894505	0.668223477336785
